	question_id	tutor_feedback	label	score	lang	student_answer	reference_answer	question
1644	6.2_IPP	The response is partially correct because the advantages are incorrect. The header size is not reduced based on the optionality, as the options field in IPv4 could already be 0 bits long. Additionally, the response does not explain what type of flexibility is gained.	PARTIAL_CORRECT	0.5	en	Extension headers are optional and located between the header and the payload.  They can extend the IPv6 datagram by telling a router that the payload is used for identification, is fragmented or give additional information to hops. The main advantages are more flexibility of messages and a reduced headersize, because they are optional.	Extension headers are used to extend the fixed IPv6 header with additional, optional network layer information. If present, they are located between the fixed header/main header and payload/upper-layer header/ transport-layer header.  Main advantage: One of the following advantages are considered fully correct: 1. It allows the appending of new options without changing the header. 2. IPv6 packets with optional headers are typically processed faster/simpler by intermediate devices as most of the options are ignored (except “Hop-by-Hop Extension”) while they are processed by all routers in IPv4 unless ordered otherwise.	What are extension headers in IPv6 and where are they located in a packet? What is the main advantage of extension headers compared to IPv4?
591	7	Bitte vergiss nicht, auch noch Kraftstoff zu tanken (ja, das ist wirklich schon passiert). Dein Volumen für Kraftstoff und Shopeinkauf beträgt 16,50€. Alles bis zu diesem Betrag bekommst du zum Abschluss des Jobs von uns erstattet.	PARTIAL_CORRECT	0.25	de	Ich wähle eine produkt meiner wahl und bezahle es selbst	Es muss eine beliebige Menge Kraftstoff getankt (0.25 P) und ein beliebiger Artikel im Shop gekauft werden (0.25 P). Für beide Posten steht in Summe ein Budget von 16,50€ (0.25 P) zur Verfügung. Das Budget ist in der Belohnung inbegriffen. Es darf über dieses Budget hinaus eingekauft oder getankt werden, über das Budget hinausgehende Kosten muss der Jobber jedoch selbst tragen (0.25 P).	Frage 7: Welche Käufe muss ich tätigen, wer bezahlt diese Käufe?
2236	4.1_LM_v1.0	The response is correct as it answers the change in the diameter scale accurately.	CORRECT	1	en	The maximum distance has to shrink by the factor of 10 and the LAN also has to get smaller which is not possible or at some point not feasible.	Diameter decreases by a factor of 10, e.g 300m to 30m.	"What happens to the ""collision domain diameter"" if you use CSMA / CD and increase the speed of a network by a factor of 10, eg from 10Mb / s to 100Mb / s (all else being equal)?"
888	6	Korrekt!	CORRECT	1.0	de	Zu jeder Zeit, solange der Shop geöffnet ist	Es gibt für den Check keine zeitliche Einschränkung (0.5 P), zu welcher Uhrzeit oder an welchem Wochentag der Check durchgeführt werden kann. Die einzige Nebenbedingung ist, dass der Shop geöffnet sein muss (0.5 P), da die Bewertung der Warenpräsentation ein Teil des Jobs ist.	Frage 6: Zu welcher Tageszeit darf ich den Check durchführen?
2677	8.3_MM	The response correctly identifies the appealing property of a spanning tree for broadcast and multicast. The explanation for modifying the link-state algorithm to construct a  multicast spanning tree is correct.	CORRECT	1	en	Spanning trees have no loops, that makes them interesting for broad- and multicasts. If there are no loops, no duplicates can occur.  The Link State packets need to be extended by the information on multicast groups. In LSR each IS has complete information about the network state. With this information each node can calculate its own multicast spanning tree.	Property: There is a single unique path between every pair of nodes in the tree. Alternatively, you can say that spanning trees are subnets of a network that do not contain loops but contain all nodes. This means that no unnecessary duplicates are distributed in the network when forwarding packets using that tree structure.  Spanning Tree with Link State Routing: Each intermediate system knows which multicast groups it belongs to, but initially doesn’t know which other IS belong to the groups. Therefore, you can add multicast group information to the link state packet and each node can construct multicast trees once the full network topology and group information are distributed in the whole network, as each node then has the complete state information stored locally (e.g. with Prim or Kruskal)	WHICH PROPERTY of spanning trees makes them appealing for broad- and multicasting? EXPLAIN how you can modify Link State Routing to construct a spanning tree for multicasting.
1378	1	Korrekt!	CORRECT	1.0	de	Ich gebe mich zu erkennen und zeige das Informationsschreiben vor, dass mir in den Aufgaben hinterlegt wurde. Ich führe in diesem Fall den Check mit Erlaubnis der Mitarbeiter zu Ende durch und vermerke in der entsprechenden Aufgabe, dass ich erkannt wurde.	Der Jobber soll sich in diesem Fall dem Personal gegenüber zu erkennen geben (0.25 P) und das entsprechende Informationsschreiben in der App vorzeigen (0.25 P). Zusätzlich muss notiert werden, zu welchem Zeitpunkt (0.25 P) des Jobs der Jobber enttarnt wurde. Zentrale Frage ist dabei, ob ein neutrales, unvoreingenommenes Verkaufsgespräch stattgefunden hat. Der Job soll mit Erlaubnis der Mitarbeiter bis zum Ende durchgeführt (0.25 P) werden.	Frage 1: Wie reagierst du, wenn du auf deine Tätigkeit angesprochen wirst?
1867	6.3_IPP	The response only states the definition/description of DHCP correctly. The usage is missing in the response.	PARTIAL_CORRECT	0.5	en	DHCP is a protocol for automatic or manual allocation of IP addresses to devices, which is usually done by a DHCP server.	The Dynamic Host Configuration Protocol (DHCP) is a network management protocol used in Internet Protocol (IP) networks, whereby a DHCP server dynamically assigns an IP address and other network configuration parameters to each device on the network. Further, DHCP has largely replaced RARP (and BOOTP)   Uses of DHCP are: Simplifies installation and configuration of end systems. Allows for manual and automatic IP address assignment. May provide additional configuration information  (DNS server, netmask, default router, etc.)	What is the “Dynamic Host Configuration Protocol (DHCP)”? What is it used for?
213	8	Korrekt!	CORRECT	1.0	de	Vermittelte mir der Außenbereich mit den dortigen Einrichtungen (z.B. Luftprüfer, Staubsauger) einen guten Eindruck.Waren bei deinem Stationsbesuch Handschuhe oder Papierhandtücher.Bin ich mit der Warenpräsentation des Shops innen und außen zufrieden.	Das Gesamterscheinungsbild besteht aus der Sauberkeit (0.5 P) des Shops und der Ausstattung mit Waren (0.5 P). Bei der Sauberkeit des Shops ist z.B. auf die Sauberkeit der Fußböden oder der Brötchenauslage zu achten. Der bautechnische Zustand des Shops soll hier nicht berücksichtigt werden! Bei der Ausstattung mit Waren soll darauf geachtet werden, ob die Regale vollständig mit Produkten bestückt sind und ob der Kunde eine Wertigkeit oder einen Nutzen in den Produkten sieht.	Frage 8: Worauf sollst du in Bezug auf das Gesamterscheinungsbild des Shops achten?
2023	12.1_PE	The response correctly answers the order of the events with appropriate justification.	CORRECT	1	en	"P(Event B) is  less than P(Event C)and P(Event C) less than  P(Event A) Event A is the most generic event, whereby event B and C are subsets of the probability set A. Therefore, if event B or C occur, A also occurs. This makes A the most probable event. The same logic applies to C and B, whereby C is a more generic (and therefore probable) event than B. In detail: B occurs if the sequence HHHTTT happens. This event has exactly three H's (and three T's). Therefore, this event also includes event C (""exactly three H’s""). But, the set of valid sequences for C is bigger than C, i.e. with sequences like HTHTHT. The sequence of the H's doesn't matter in C. Furthermore, event A is also always true if C is true. But the set of A is bigger, since events like HHHHHT are only in A and not in C."	The correct sequence is BCA , where B is the least probable. One of the following justifications should be given:   ● Event B is a subset/part/special case of C, and C is a subset/part/special case of A   ● Event B is more specific/strict than C and C is more specific/strict than A   ● An actual, correct calculation of the probabilities:   ○ P(B) = 0.6 * 0.6 * 0.6 * 0.4 * 0.4 *0.4 = 0.6^3 *0.4^3 = 0.013824    ○ P(C) = (6 choose 3) * P(B) = 0.27648    ○ P(A) = P(C) + P(Y=4) + P(Y=5) + P(Y=6) = 1 - P(Y=0) - P(Y=1) - P(Y=2)   = (6 choose 3) * 0.6^3 * 0.4^3 + (6 choose 4) * 0.6^4 * 0.4^2 +(6 choose 5) *   0.6^5 * 0.4 + (6 choose 6) * 0.6^6   = 0.27648 + 15 * 0.020736 + 6 * 0.031104 + 1 * 0.046656   = 0.8208    ○ The answer may be rounded to up to 2 decimal places, e.g. P(B) = 0.01 or   P(B) = 0.014   ○ It is also sufficient to give a formula without the actual calculation, if it is apparent that P(B) less than P(C) less than P(A), e.g. by stating P(C) = 20 * P(B)	Let us assume that you flip a coin 6 times where the probability of heads (H) showing up is 0.6. Please arrange the following events in the increasing order of their likelihood (i.e., least probable → most probable): ● Event A: you see at least three H’s ● Event B: you see the sequence HHHTTT ● Event C: you see exactly three H’s Include justification in your answer headers.
2416	12.3_PE	The response is correct as it correctly associates the probability of a packet arrival happening at a node with previous arrivals at the node.	CORRECT	1	en	No, it does not. In real internet traffic, there are bursts / peaks with a high amount of packages delivered simultaneously. These peak phases are likely to last more than only one time interval (e.g. if an application requests a lot of data), so the arrivals in one time interval and the arrivals in the previous / next interval are correlated and therefore not independent.	No. Real internet traffic often comes in bursts. Therefore, arrivals are not independent because the probability of an arrival happening at a node is influenced by previous arrivals at the node. For example, on-demand video streams selectively load the next video segments when needed. This means the actual network utilization depends on the current playback state on the client-side. The packet arrivals are not independent, as it is likely that there is a low utilization directly after the next segments have been loaded.	To model the packet arrivals as a poisson process, we assumed that the arrivals for each time interval Δt are independent. Does this assumption hold for real INTERNET traffic? Explain your answer in 2-5 sentences.
